ds,arch,source,target,pred_MAE_j,D1_skew,D2_skew
Camelyon17,resnet,react,entropy,0.19359410336228458,0.5982142956483931,-0.4017857043516069
Camelyon17,resnet,react,gradnorm,0.19664212728158326,0.6349580195163157,-0.3650419804836843
Camelyon17,resnet,react,mahalanobis,0.13785898615887812,0.4808311400627501,-0.41491537928238387
Camelyon17,resnet,react,knn,0.1507331944650066,0.5177614778283126,-0.4443712939245773
Camelyon17,resnet,react,vim,0.10858919273111658,0.437652214100277,-0.4985695872362388
Camelyon17,resnet,react,react,0.19575100287902403,0.630126607755662,-0.7157616696645708
IWildCam,resnet,msp,msp,0.08279634140787152,0.31011915268365686,-0.8140074652416539
IWildCam,resnet,msp,energy,0.08795915701876217,0.2345426296282426,-0.7623104018005111
IWildCam,resnet,msp,entropy,0.08158283263169433,0.317219759478099,-0.8159357918440485
IWildCam,resnet,msp,gradnorm,0.07447444518930554,0.4181028169935713,-0.7621283804620274
IWildCam,resnet,msp,mahalanobis,0.05382641856116201,0.4699129764434337,-0.797896423403518
IWildCam,resnet,msp,knn,0.0549114031330748,0.36095582833632306,-0.775161539575993
IWildCam,resnet,msp,vim,0.06479467591331103,0.2821226953539887,-0.5314638473099818
IWildCam,resnet,msp,react,0.0884095426884379,0.23438948947754612,-0.7519210500114013
IWildCam,resnet,energy,msp,0.08279634140787152,0.296542803848076,-0.7538836346840815
IWildCam,resnet,energy,energy,0.08795915701876217,0.23768959819948893,-0.7673455515145052
IWildCam,resnet,energy,entropy,0.08158283263169433,0.30057531556283057,-0.7535191271617918
IWildCam,resnet,energy,gradnorm,0.07447444518930554,0.35918107936385635,-0.8037201952594732
IWildCam,resnet,energy,mahalanobis,0.05382641856116201,0.23324420448566247,-0.797896423403518
IWildCam,resnet,energy,knn,0.0549114031330748,0.23667475328594745,-0.7988341252998741
IWildCam,resnet,energy,vim,0.06479467591331103,0.49649817129042273,-0.8017633604472246
IWildCam,resnet,energy,react,0.0884095426884379,0.2496585031244894,-0.783512112729215
IWildCam,resnet,entropy,msp,0.08279634140787152,0.31011915268365686,-0.8140074652416539
IWildCam,resnet,entropy,energy,0.08795915701876217,0.233755887485431,-0.7623104018005111
IWildCam,resnet,entropy,entropy,0.08158283263169433,0.317219759478099,-0.8159357918440485
IWildCam,resnet,entropy,gradnorm,0.07447444518930554,0.4181028169935713,-0.7759923187278427
IWildCam,resnet,entropy,mahalanobis,0.05382641856116201,0.45745672528776155,-0.797896423403518
IWildCam,resnet,entropy,knn,0.0549114031330748,0.3254469497505015,-0.7869978324379336
IWildCam,resnet,entropy,vim,0.06479467591331103,0.24017966745338204,-0.5361241837433824
IWildCam,resnet,entropy,react,0.0884095426884379,0.22701824151005628,-0.7529740854353284
IWildCam,resnet,gradnorm,msp,0.08279634140787152,0.31011915268365686,-0.8004311164060731
IWildCam,resnet,gradnorm,energy,0.08795915701876217,0.2373749013423643,-0.7634118408004473
IWildCam,resnet,gradnorm,entropy,0.08158283263169433,0.317219759478099,-0.8013719034181886
IWildCam,resnet,gradnorm,gradnorm,0.07447444518930554,0.4181028169935713,-0.8037201952594732
IWildCam,resnet,gradnorm,mahalanobis,0.05382641856116201,0.5259661066439585,-0.797896423403518
IWildCam,resnet,gradnorm,knn,0.0549114031330748,0.4793187569557284,-0.7988341252998741
IWildCam,resnet,gradnorm,vim,0.06479467591331103,0.4592154798232168,-0.7458393232464158
IWildCam,resnet,gradnorm,react,0.0884095426884379,0.25018502083645294,-0.7808795241693971
IWildCam,resnet,mahalanobis,msp,0.08279634140787152,0.31011915268365686,-0.802370594811156
IWildCam,resnet,mahalanobis,energy,0.08795915701876217,0.23706020448523965,-0.7623890760147922
IWildCam,resnet,mahalanobis,entropy,0.08158283263169433,0.317219759478099,-0.8034524589075972
IWildCam,resnet,mahalanobis,gradnorm,0.07447444518930554,0.4181028169935713,-0.7482644421962121
IWildCam,resnet,mahalanobis,mahalanobis,0.05382641856116201,0.6007036135779915,-0.797896423403518
IWildCam,resnet,mahalanobis,knn,0.0549114031330748,0.5740090998512527,-0.7988341252998741
IWildCam,resnet,mahalanobis,vim,0.06479467591331103,0.48717749842362124,-0.6153499031111951
IWildCam,resnet,mahalanobis,react,0.0884095426884379,0.24702591456467157,-0.758239262554964
IWildCam,resnet,knn,msp,0.08279634140787152,0.31011915268365686,-0.8004311164060731
IWildCam,resnet,knn,energy,0.08795915701876217,0.23721755291380198,-0.7625464244433545
IWildCam,resnet,knn,entropy,0.08158283263169433,0.317219759478099,-0.8013719034181886
IWildCam,resnet,knn,gradnorm,0.07447444518930554,0.4181028169935713,-0.7655943650284812
IWildCam,resnet,knn,mahalanobis,0.05382641856116201,0.6007036135779915,-0.797896423403518
IWildCam,resnet,knn,knn,0.0549114031330748,0.5799272462822229,-0.7988341252998741
IWildCam,resnet,knn,vim,0.06479467591331103,0.47785682555681974,-0.6153499031111951
IWildCam,resnet,knn,react,0.0884095426884379,0.24755243227663515,-0.7577127448430004
IWildCam,resnet,vim,msp,0.08279634140787152,0.29266384703791004,-0.7868547675704922
IWildCam,resnet,vim,energy,0.08795915701876217,0.23768959819948893,-0.7668735062288182
IWildCam,resnet,vim,entropy,0.08158283263169433,0.298494760073422,-0.7868080149923288
IWildCam,resnet,vim,gradnorm,0.07447444518930554,0.3799769867625793,-0.8037201952594732
IWildCam,resnet,vim,mahalanobis,0.05382641856116201,0.33289421373103983,-0.797896423403518
IWildCam,resnet,vim,knn,0.0549114031330748,0.31361065688856093,-0.7988341252998741
IWildCam,resnet,vim,vim,0.06479467591331103,0.49649817129042273,-0.8017633604472246
IWildCam,resnet,vim,react,0.0884095426884379,0.25018502083645294,-0.7829855950172513
IWildCam,resnet,react,msp,0.08279634140787152,0.29266384703791004,-0.7849152891654092
IWildCam,resnet,react,energy,0.08795915701876217,0.23768959819948893,-0.7670308546573805
IWildCam,resnet,react,entropy,0.08158283263169433,0.298494760073422,-0.7847274595029202
IWildCam,resnet,react,gradnorm,0.07447444518930554,0.4146368324271175,-0.8037201952594732
IWildCam,resnet,react,mahalanobis,0.05382641856116201,0.3079817114196955,-0.797896423403518
IWildCam,resnet,react,knn,0.0549114031330748,0.337283242612442,-0.7988341252998741
IWildCam,resnet,react,vim,0.06479467591331103,0.49649817129042273,-0.8017633604472246
IWildCam,resnet,react,react,0.0884095426884379,0.25018502083645294,-0.783512112729215
